BBa_K1602013,BBa_K1172577,normal,0.946
BBa_K1602013,BBa_K1172201,normal,0.946
BBa_K1602013,BBa_K1437008,normal,0.47
BBa_K1602013,BBa_K1437007,normal,0.47
BBa_K1602013,BBa_K1437006,normal,0.47
BBa_K1602013,BBa_K1437005,normal,0.47
BBa_K1602013,BBa_K1437002,normal,0.47
BBa_K1602012,BBa_K539711,normal,0.924
BBa_K1602012,BBa_K367011,normal,0.843
BBa_K1602012,BBa_K1602011,normal,0.807
BBa_K1602012,BBa_K1040000,normal,0.726
BBa_K1602012,BBa_M45403,normal,0.692
BBa_K1602012,BBa_K200003,normal,0.547
BBa_K1602012,BBa_K1469003,normal,0.486
BBa_K1602012,BBa_K1469006,normal,0.472
BBa_K1602012,BBa_K1595030,normal,0.467
BBa_K1602012,BBa_K1595029,normal,0.467
BBa_K1602012,BBa_K187419,normal,0.442
BBa_K1602012,BBa_K187155,normal,0.442
BBa_K1602012,BBa_K187030,normal,0.442
BBa_K1602012,BBa_J64703,normal,0.442
BBa_K1602012,BBa_K1678001,normal,0.4
BBa_K1602012,BBa_M1409,normal,0.4
BBa_K777121,BBa_K108013,normal,0.975
BBa_K777121,BBa_K861070,normal,0.93
BBa_K777121,BBa_J56002,normal,0.881
BBa_K777121,BBa_K777000,normal,0.881
BBa_K777121,BBa_K533007,normal,0.881
BBa_K777121,BBa_K317002,normal,0.881
BBa_K777121,BBa_J56006,normal,0.881
BBa_K777121,BBa_J56005,normal,0.881
BBa_K777121,BBa_J56003,normal,0.881
BBa_K777121,BBa_C0600,normal,0.881
BBa_K777121,BBa_J42000,normal,0.855
BBa_K777121,BBa_K842003,normal,0.828
BBa_K777121,BBa_K1019004,normal,0.813
BBa_K777121,BBa_K842012,normal,0.804
BBa_K777121,BBa_K777117,normal,0.804
BBa_K777121,BBa_K283034,normal,0.804
BBa_K777121,BBa_K1463750,normal,0.804
BBa_K777121,BBa_K1085034,normal,0.804
BBa_K777121,BBa_K1085033,normal,0.804
BBa_K777121,BBa_J09271,normal,0.804
BBa_K777121,BBa_K842011,normal,0.789
BBa_K777121,BBa_K777113,normal,0.789
BBa_K777121,BBa_K1463700,normal,0.789
BBa_K777121,BBa_K108012,normal,0.789
BBa_K777121,BBa_K842006,normal,0.774
BBa_K777121,BBa_K1349006,normal,0.774
BBa_K777121,BBa_K1085029,normal,0.754
BBa_K777121,BBa_K629003,normal,0.752
BBa_K777121,BBa_K842009,normal,0.752
BBa_K777121,BBa_K569017,normal,0.752
BBa_K777121,BBa_K422008,normal,0.752
BBa_K777121,BBa_K422007,normal,0.752
BBa_K777121,BBa_K1486051,normal,0.752
BBa_K777121,BBa_C0020,normal,0.752
BBa_K777121,BBa_J51003,normal,0.743
BBa_K777121,BBa_J29009,normal,0.743
BBa_K777121,BBa_C0620,normal,0.743
BBa_K777121,BBa_K422006,normal,0.738
BBa_K777121,BBa_K422005,normal,0.738
BBa_K777121,BBa_K127011,normal,0.738
BBa_K777121,BBa_C0028,normal,0.738
BBa_K777121,BBa_J56001,normal,0.725
BBa_K777121,BBa_K842008,normal,0.725
BBa_K777121,BBa_K873001,normal,0.67
BBa_K777121,BBa_K842010,normal,0.67
BBa_K777121,BBa_K569007,normal,0.67
BBa_K777121,BBa_K537007,normal,0.67
BBa_K777121,BBa_K518005,normal,0.67
BBa_K777121,BBa_K2012009,normal,0.67
BBa_K777121,BBa_K2012008,normal,0.67
BBa_K777121,BBa_K2012007,normal,0.67
BBa_K777121,BBa_K1593998,normal,0.67
BBa_K777121,BBa_K1593003,normal,0.67
BBa_K777121,BBa_K147000,normal,0.67
BBa_K777121,BBa_K127012,normal,0.67
BBa_K777121,BBa_K094100,normal,0.67
BBa_K777121,BBa_I752001,normal,0.67
BBa_K777121,BBa_K842007,normal,0.651
BBa_K777121,BBa_K422004,normal,0.651
BBa_K777121,BBa_K422003,normal,0.651
BBa_K777121,BBa_I13701,normal,0.651
BBa_K777121,BBa_C0024,normal,0.651
BBa_K777121,BBa_I10101,normal,0.593
BBa_K777121,BBa_K108002,normal,0.587
BBa_K777121,BBa_K1583016,normal,0.533
BBa_K777121,BBa_K1316018,normal,0.533
BBa_K777121,BBa_K108010,normal,0.521
BBa_K777121,BBa_K1378001,normal,0.481
BBa_K777121,BBa_K1257001,normal,0.481
BBa_K777121,BBa_K1019003,normal,0.481
BBa_K777121,BBa_K108009,normal,0.465
BBa_K777121,BBa_K842001,normal,0.451
BBa_K1973034,BBa_K108013,normal,0.975
BBa_K1973034,BBa_K861070,normal,0.93
BBa_K1973034,BBa_J56002,normal,0.881
BBa_K1973034,BBa_K777000,normal,0.881
BBa_K1973034,BBa_K533007,normal,0.881
BBa_K1973034,BBa_K317002,normal,0.881
BBa_K1973034,BBa_J56006,normal,0.881
BBa_K1973034,BBa_J56005,normal,0.881
BBa_K1973034,BBa_J56003,normal,0.881
BBa_K1973034,BBa_C0600,normal,0.881
BBa_K1973034,BBa_J42000,normal,0.855
BBa_K1973034,BBa_K842003,normal,0.828
BBa_K1973034,BBa_K1019004,normal,0.813
BBa_K1973034,BBa_K842012,normal,0.804
BBa_K1973034,BBa_K777117,normal,0.804
BBa_K1973034,BBa_K283034,normal,0.804
BBa_K1973034,BBa_K1463750,normal,0.804
BBa_K1973034,BBa_K1085034,normal,0.804
BBa_K1973034,BBa_K1085033,normal,0.804
BBa_K1973034,BBa_J09271,normal,0.804
BBa_K1973034,BBa_K842011,normal,0.789
BBa_K1973034,BBa_K777113,normal,0.789
BBa_K1973034,BBa_K1463700,normal,0.789
BBa_K1973034,BBa_K108012,normal,0.789
BBa_K1973034,BBa_K842006,normal,0.774
BBa_K1973034,BBa_K1349006,normal,0.774
BBa_K1973034,BBa_K1085029,normal,0.754
BBa_K1973034,BBa_K629003,normal,0.752
BBa_K1973034,BBa_K842009,normal,0.752
BBa_K1973034,BBa_K569017,normal,0.752
BBa_K1973034,BBa_K422008,normal,0.752
BBa_K1973034,BBa_K422007,normal,0.752
BBa_K1973034,BBa_K1486051,normal,0.752
BBa_K1973034,BBa_C0020,normal,0.752
BBa_K1973034,BBa_J51003,normal,0.743
BBa_K1973034,BBa_J29009,normal,0.743
BBa_K1973034,BBa_C0620,normal,0.743
BBa_K1973034,BBa_K422006,normal,0.738
BBa_K1973034,BBa_K422005,normal,0.738
BBa_K1973034,BBa_K127011,normal,0.738
BBa_K1973034,BBa_C0028,normal,0.738
BBa_K1973034,BBa_J56001,normal,0.725
BBa_K1973034,BBa_K842008,normal,0.725
BBa_K1973034,BBa_K873001,normal,0.67
BBa_K1973034,BBa_K842010,normal,0.67
BBa_K1973034,BBa_K569007,normal,0.67
BBa_K1973034,BBa_K537007,normal,0.67
BBa_K1973034,BBa_K518005,normal,0.67
BBa_K1973034,BBa_K2012009,normal,0.67
BBa_K1973034,BBa_K2012008,normal,0.67
BBa_K1973034,BBa_K2012007,normal,0.67
BBa_K1973034,BBa_K1593998,normal,0.67
BBa_K1973034,BBa_K1593003,normal,0.67
BBa_K1973034,BBa_K147000,normal,0.67
BBa_K1973034,BBa_K127012,normal,0.67
BBa_K1973034,BBa_K094100,normal,0.67
BBa_K1973034,BBa_I752001,normal,0.67
BBa_K1973034,BBa_K842007,normal,0.651
BBa_K1973034,BBa_K422004,normal,0.651
BBa_K1973034,BBa_K422003,normal,0.651
BBa_K1973034,BBa_I13701,normal,0.651
BBa_K1973034,BBa_C0024,normal,0.651
BBa_K1973034,BBa_I10101,normal,0.593
BBa_K1973034,BBa_K108002,normal,0.587
BBa_K1973034,BBa_K1583016,normal,0.533
BBa_K1973034,BBa_K1316018,normal,0.533
BBa_K1973034,BBa_K108010,normal,0.521
BBa_K1973034,BBa_K1378001,normal,0.481
BBa_K1973034,BBa_K1257001,normal,0.481
BBa_K1973034,BBa_K1019003,normal,0.481
BBa_K1973034,BBa_K108009,normal,0.465
BBa_K1973034,BBa_K842001,normal,0.451
BBa_K200002,BBa_K831005,normal,0.696
BBa_K200002,BBa_K831002,normal,0.632
BBa_K200002,BBa_M36234,normal,0.501
BBa_K200002,BBa_K554006,normal,0.501
BBa_K200002,BBa_M36231,normal,0.501
BBa_K726006,BBa_K1705004,normal,0.926
BBa_K726006,BBa_K185047,normal,0.926
BBa_K726006,BBa_K1088063,normal,0.926
BBa_K726006,BBa_K823044,normal,0.824
BBa_K726006,BBa_K302033,normal,0.824
BBa_K726006,BBa_K2142003,normal,0.824
BBa_K726006,BBa_K2120008,normal,0.824
BBa_K726006,BBa_K1096002,normal,0.824
BBa_K726006,BBa_K1705005,normal,0.767
BBa_K726006,BBa_K726004,normal,0.767
BBa_K726006,BBa_K185048,normal,0.767
BBa_K726006,BBa_K831005,normal,0.757
BBa_K726006,BBa_K831002,normal,0.742
BBa_K726006,BBa_K831001,normal,0.611
BBa_K726006,BBa_K1949030,normal,0.573
BBa_K726006,BBa_K1949020,normal,0.454
BBa_K2010008,BBa_K1040001,normal,0.674
BBa_K2010008,BBa_K1085029,normal,0.501
BBa_K2010008,BBa_K108013,normal,0.483
BBa_K2010003,BBa_K1040001,normal,0.674
BBa_K2010003,BBa_K1085029,normal,0.501
BBa_K2010003,BBa_K108013,normal,0.483
BBa_K1892000,BBa_K1040001,normal,0.674
BBa_K1892000,BBa_K1085029,normal,0.501
BBa_K1892000,BBa_K108013,normal,0.483
BBa_K1610300,BBa_K1040001,normal,0.674
BBa_K1610300,BBa_K1085029,normal,0.501
BBa_K1610300,BBa_K108013,normal,0.483
BBa_K1510015,BBa_K1040001,normal,0.674
BBa_K1510015,BBa_K1085029,normal,0.501
BBa_K1510015,BBa_K108013,normal,0.483
BBa_K1510014,BBa_K1040001,normal,0.674
BBa_K1510014,BBa_K1085029,normal,0.501
BBa_K1510014,BBa_K108013,normal,0.483
BBa_K1510013,BBa_K1040001,normal,0.674
BBa_K1510013,BBa_K1085029,normal,0.501
BBa_K1510013,BBa_K108013,normal,0.483
BBa_K1019004,BBa_K777121,normal,0.813
BBa_K1019004,BBa_K1973034,normal,0.813
BBa_K1019004,BBa_K1085029,normal,0.505
BBa_K1019004,BBa_K861070,normal,0.427
BBa_K1019004,BBa_J42000,normal,0.403
BBa_K108013,BBa_K108010,normal,0.979
BBa_K108013,BBa_K777121,normal,0.975
BBa_K108013,BBa_K1973034,normal,0.975
BBa_K108013,BBa_K842012,normal,0.891
BBa_K108013,BBa_K777117,normal,0.891
BBa_K108013,BBa_K283034,normal,0.891
BBa_K108013,BBa_K1463750,normal,0.891
BBa_K108013,BBa_K1085034,normal,0.891
BBa_K108013,BBa_K1085033,normal,0.891
BBa_K108013,BBa_J09271,normal,0.891
BBa_K108013,BBa_K842003,normal,0.881
BBa_K108013,BBa_K842006,normal,0.868
BBa_K108013,BBa_K1349006,normal,0.868
BBa_K108013,BBa_K1085029,normal,0.867
BBa_K108013,BBa_K842011,normal,0.865
BBa_K108013,BBa_K777113,normal,0.865
BBa_K108013,BBa_K1463700,normal,0.865
BBa_K108013,BBa_K108012,normal,0.865
BBa_K108013,BBa_K108002,normal,0.843
BBa_K108013,BBa_K629003,normal,0.794
BBa_K108013,BBa_K842009,normal,0.794
BBa_K108013,BBa_K569017,normal,0.794
BBa_K108013,BBa_K422008,normal,0.794
BBa_K108013,BBa_K422007,normal,0.794
BBa_K108013,BBa_K1486051,normal,0.794
BBa_K108013,BBa_C0020,normal,0.794
BBa_K108013,BBa_K861070,normal,0.788
BBa_K108013,BBa_K842005,normal,0.767
BBa_K108013,BBa_K204500,normal,0.767
