Team ID , Team  , Region , Country , Track , Section , Size , Status , Year,Wiki,Medal,Award,Name,Parts
102,Alberta_NINT,North America,Canada,,Collegiate,12,Accepted,2008,http://2008.igem.org/Team:Alberta_NINT,silver medal,,-- Not provided yet --,BBa_K102011;BBa_K102021;BBa_K102031;BBa_K102034;BBa_K102041;BBa_K102042;BBa_K102051;BBa_K102052;BBa_K102061;BBa_K102062;BBa_K102071;BBa_K102072;BBa_K102081;BBa_K102082;BBa_K102091;BBa_K102092;BBa_K102095;BBa_K102101;BBa_K102102;BBa_K102111;BBa_K102112;BBa_K102121;BBa_K102122;BBa_K102131;BBa_K102132;BBa_K102141;BBa_K102142;BBa_K102900;BBa_K102902;BBa_K102903;BBa_K102904;BBa_K102905;BBa_K102906;BBa_K102907;BBa_K102908;BBa_K102909;BBa_K102910;BBa_K102912;BBa_K102950;BBa_K102952;TA2In anti-sense input to BBa_K102952;BBa_K102953;TA13n anti-sense input to TA3 (BBa_K102903);BBa_K102954;TA6In anti-sense input to BBa_K102904;BBa_K102955;TA7In anti-sense input to BBa_K102905;BBa_K102956;TA8In anti-sense input to BBa_K102906;BBa_K102957;TA9In anti-sense input to BBa_K102907;BBa_K102958;TA10In anti-sense input to BBa_K102908;BBa_K102959;TA11In anti-sense input to BBa_K102909;BBa_K102960;TA12In anti-sense input to anti-terminator BBa_K102910;BBa_K102962;TA14In anti-sense input to BBa_K102912
80,Bay_Area_RSI,North America,United States,,Collegiate,5,Accepted,2008,http://2008.igem.org/Team:Bay_Area_RSI,,,-- Not provided yet --,BBa_K080000;BBa_K080001;BBa_K080003;BBa_K080004;BBa_K080005;BBa_K080006;BBa_K080008;BBa_K080009;BBa_K080010
135,BCCS-Bristol,Europe,United Kingdom,,Collegiate,24,Accepted,2008,http://2008.igem.org/Team:BCCS-Bristol,bronze medal,Best Model,-- Not provided yet --,BBa_K135000;BBa_K135001;pCpxR-BBa_E0840 fusion;BBa_K135002
78,Beijing_Normal,Asia,China,,Collegiate,7,Accepted,2008,http://2008.igem.org/Team:Beijing_Normal,,,-- Not provided yet --,BBa_K078003;BBa_K078005;BBa_K078006;BBa_K078007;BBa_K078008;BBa_K078009;BBa_K078101;BBa_K078102
79,Bologna,Europe,Italy,,Collegiate,16,Accepted,2008,http://2008.igem.org/Team:Bologna,bronze medal,Best Experimental Measurement,-- Not provided yet --,BBa_K079023;BBa_K079024;BBa_K079026;BBa_K079029;GFP expression controlled by LacI repressor under the BBa_J23114 promoter;BBa_K079030;GFP reporter protein under the control of the BBa_23105 constitutive promoter;BBa_K079031;GFP reporter protein under the control of the BBa_J23118 promoter;BBa_K079032;GFP reporter protein under the control of the BBa_J23100 constitutive promoter
124,Brown,North America,United States,,Collegiate,7,Accepted,2008,http://2008.igem.org/Team:Brown,bronze medal,Best Environment Project,-- Not provided yet --,BBa_K124000;BBa_K124002;BBa_K124016;BBa_K124018;BBa_K124019
165,BrownTwo,North America,United States,,Collegiate,5,Accepted,2008,http://2008.igem.org/Team:BrownTwo,silver medal,,-- Not provided yet --,BBa_K165002;BBa_K165046;BBa_K165000;BBa_K165001;BBa_K165010;BBa_K165011;BBa_K165012;BBa_K165013;BBa_K165015;BBa_K165016;BBa_K165017;BBa_K165019;BBa_K165021;BBa_K165022;BBa_K165023;BBa_K165024;BBa_K165025;BBa_K165026;BBa_K165027;BBa_K165029;BBa_K165030;BBa_K165031;BBa_K165032;BBa_K165033;BBa_K165034;BBa_K165035;BBa_K165036;BBa_K165038;BBa_K165039;BBa_K165040;BBa_K165041;BBa_K165042;BBa_K165043;BBa_K165044;BBa_K165045;BBa_K165047;BBa_K165048;BBa_K165055;BBa_K165056;BBa_K165060;BBa_K165062;BBa_K165063;BBa_K165064;BBa_K165065;BBa_K165066;BBa_K165067;BBa_K165069;BBa_K165070;BBa_K165071;BBa_K165072;BBa_K165073;BBa_K165074;BBa_K165075;BBa_K165076;BBa_K165077;BBa_K165079;BBa_K165081;BBa_K165082;BBa_K165083;BBa_K165084;BBa_K165085;BBa_K165086;BBa_K165087;BBa_K165088;BBa_K165089;BBa_K165091;BBa_K165092;BBa_K165093;BBa_K165094;BBa_K165097;BBa_K165098;BBa_K165099;BBa_K165100;BBa_K165101
107,Calgary_Ethics,North America,Canada,,Collegiate,4,Accepted,2008,http://2008.igem.org/Team:Calgary_Ethics,bronze medal,,-- Not provided yet --,
148,Calgary_Software,North America,Canada,,Collegiate,8,Accepted,2008,http://2008.igem.org/Team:Calgary_Software,silver medal,,-- Not provided yet --,
131,Calgary_Wetware,North America,Canada,,Collegiate,5,Accepted,2008,http://2008.igem.org/Team:Calgary_Wetware,silver medal,,-- Not provided yet --,BBa_K131020;BBa_K131021;BBa_K131024;BBa_K131025;BBa_K131027
