Team ID , Team  , Region , Country , Track , Section , Size , Status , Year,Wiki,Medal,Award,Name,Parts
879,Alberta,North America,Canada,Foundational Advance,Collegiate,11,Accepted,2012,http://2012.igem.org/Team:Alberta,gold medal,,Towards a microbial color wheel: spatial control of gene expression,BBa_K879011;BBa_K879012;BBa_K879013;BBa_K879016;BBa_K879017;BBa_K879018;BBa_K879021;BBa_K879022;BBa_K879023;BBa_K879024;BBa_K879025;BBa_K879026;BBa_K879030;BBa_K879031;BBa_K879032;BBa_K879033;BBa_K879034;BBa_K879035;BBa_K879036;BBa_K879037;BBa_K879038;BBa_K879091;BBa_K879092;BBa_K879358;BBa_K879367;BBa_K879431;BBa_K879531;BBa_K879611;BBa_K879711;BBa_K879713;BBa_K879811;BBa_K879812;BBa_K879927;BBa_K879928
874,Amsterdam,Europe,Netherlands,Foundational Advance,Collegiate,11,Accepted,2012,http://2012.igem.org/Team:Amsterdam,gold medal,,Cellular Logbook - A methylation-based reporter system,BBa_K874001;BBa_K874020;BBa_K874021;BBa_K874040;BBa_K874041;BBa_K874060;BBa_K874090;BBa_K874102;BBa_K874103;BBa_K874120;BBa_K874200;BBa_K874300
891,Arizona_State,North America,United States,Health & Medicine,Collegiate,15,Accepted,2012,http://2012.igem.org/Team:Arizona_State,gold medal,Advance to Championship;Best Human Practices Advance- Americas West,Chimerasensors,BBa_K891003;BBa_K891004;BBa_K891005;BBa_K891006;BBa_K891007;BBa_K891008
734,Austin_Texas,North America,United States,Food & Energy,Collegiate,10,Accepted,2012,http://2012.igem.org/Team:Austin_Texas,,Advance to Championship;Best Experimental Measurement Approach- Americas West,Caffeinated coli: An addicted ,BBa_K734001;BBa_K734002;BBa_K734003;BBa_K734004;BBa_K734005;BBa_K734006
923,BAU-Indonesia,Asia,Indonesia,Environment,Collegiate,12,Accepted,2012,http://2012.igem.org/Team:BAU-Indonesia,,,Plastic Terminator,BBa_K923004;BBa_K923001;BBa_K923002;BBa_K923003;BBa_K923005;BBa_K923006
900,Berkeley,North America,United States,Information Processing,Collegiate,10,Accepted,2012,http://2012.igem.org/Team:Berkeley,gold medal,Grand Prize Winner- Americas West;Best Presentation- Americas West;Advance to Championship;Regional Finalist- Americas West,MiCodes - enabling library screens with microscopy by connecting genotypes to observable phenotypes,BBa_K900001;BBa_K900002;BBa_K900003;BBa_K900004;BBa_K900005
863,Bielefeld-Germany,Europe,Germany,Environment,Collegiate,19,Accepted,2012,http://2012.igem.org/Team:Bielefeld-Germany,gold medal,Advance to Championship,TOXIC COMPOUNDS IN NATURAL WATER - A CASE FOR LACCASE,BBa_K863001;BBa_K863006;BBa_K863011;BBa_K863021;BBa_K863200;BBa_K863201;BBa_K863206;BBa_K863010;BBa_K863020;BBa_K863101;BBa_K863111;BBa_K863012;BBa_K863015;BBa_K863022;BBa_K863030;BBa_K863034;BBa_K863102;BBa_K863103;BBa_K863104;BBa_K863110;BBa_K863112;BBa_K863113;BBa_K863114;BBa_K863120;BBa_K863121;BBa_K863122;BBa_I13522 with His-tag;BBa_K863202;BBa_K863203;BBa_K863205;GFP integrated in shuttle vector pECPP11JS (BBa_K863204) for integration in yeast;BBa_K863207;tvel5 integrated in shuttle vector pECPP11JS (BBa_K863204) for integration in yeast;BBa_K863208; tvel35 integrated in shuttle vector pECPP11JS (BBa_K863204) for integration in yeast ;BBa_K863209;BBa_500002 integrated in shuttle vector pECPP11JS (BBa_K863204) for integration in yeast 
820,Bonn,Europe,Germany,Foundational Advance,Collegiate,17,Accepted,2012,http://2012.igem.org/Team:Bonn,bronze medal,,All You Need is LOV!,BBa_K820014;BBa_K820000;BBa_K820008
848,Bordeaux,Europe,France,Foundational Advance,Collegiate,11,Accepted,2012,http://2012.igem.org/Team:Bordeaux,bronze medal,,A bacterial eyespot,BBa_K848000;BBa_K848001;BBa_K848002;BBa_K848004
783,BostonU,North America,United States,Information Processing,Collegiate,7,Accepted,2012,http://2012.igem.org/Team:BostonU,gold medal,Advance to Championship,|Abandon All Hope, Ye Who PCR: MoClo and the Quest for Genetic Circuit Characterization|,BBa_K783020;MoClo converted version of BBa_B0015;BBa_K783024;This is a MoClo converted version of BBa_R0063;BBa_K783028;This is a MoClo converted version of BBa_J23110;BBa_K783031;This is a MoClo converted version of BBa_J23114;BBa_K783032;This is a MoClo converted version of BBa_J23115;BBa_K783033;This is a MoClo converted version of BBa_J23113;BBa_K783034;This is a MoClo converted version of BBa_J23114;BBa_K783036;This is a MoClo converted version of BBa_J23117;BBa_K783037;This is a MoClo converted version of BBa_J23118;BBa_K783038;This is a MoClo converted version of BBa_J23100;BBa_K783039;This is a MoClo converted version of BBa_J23101;BBa_K783040;This is a MoClo converted version of BBa_J23110;BBa_K783041;This is a MoClo converted version of BBa_J23111;BBa_K783042;This is a MoClo converted version of BBa_R0079;BBa_K783043;This is a MoClo converted version of BBa_J23102;BBa_K783044;This is a MoClo converted version of BBa_J23108;BBa_K783045;This is a MoClo converted version of BBa_J23109;BBa_K783046;This is a MoClo converted version of BBa_R0010;BBa_K783047;This is a MoClo converted version of BBa_B0030;BBa_K783048;This is a MoClo converted version of BBa_B0031;BBa_K783049;This is a MoClo converted version of BBa_B0032;BBa_K783050;This is a MoClo converted version of BBa_B0033;BBa_K783051;This is a MoClo converted version of BBa_B0034;BBa_K783052;This is a MoClo converted version of BBa_C0051;BBa_K783053;This is a MoClo converted version of BBa_E0040;BBa_K783054;This is a MoClo converted version of BBa_C0079;BBa_K783080;BBa_K783081;BBa_K783055;BBa_K783056;BBa_K783057;BBa_K783058;BBa_K783059;BBa_K783060;BBa_K783061;BBa_K783062;BBa_K783063;BBa_K783064;BBa_K783065;BBa_K783066;BBa_K783067;BBa_K783068;BBa_K783069;BBa_K783070;BBa_K783071;BBa_K783072;BBa_K783073;BBa_K783074;BBa_K783075;BBa_K783076;BBa_K783077;BBa_K783078;BBa_K783079;BBa_K783082;BBa_K783083
804,British_Columbia,North America,Canada,Foundational Advance,Collegiate,15,Accepted,2012,http://2012.igem.org/Team:British_Columbia,gold medal,,Synthetic Syntrophy,BBa_K804002;BBa_K804004;BBa_K804006;BBa_K804014;BBa_K804003;BBa_K804005;BBa_K804007;BBa_K804008;BBa_K804009;BBa_K804010;BBa_K804011;BBa_K804013
792,Buenos_Aires,Latin America,Argentina,Foundational Advance,Collegiate,10,Accepted,2012,http://2012.igem.org/Team:Buenos_Aires,bronze medal,Advance to Championship,Synthetic ecology,BBa_K792009;BBa_K792001;BBa_K792002;BBa_K792004;BBa_K792005;BBa_K792006;BBa_K792007;BBa_K792008;BBa_K792011;BBa_K792012;BBa_K792013;BBa_K792014
833,BYUProvo,North America,United States,Health & Medicine,Collegiate,20,Accepted,2012,http://2012.igem.org/Team:BYUProvo,gold medal,,E. colin:  A Two-Circuit System for Early Colon Cancer Detection,BBa_K833001;BBa_K833002;BBa_K833003;BBa_K833004;BBa_K833005;BBa_K833006;BBa_K833007;BBa_K833008;BBa_K833009;BBa_K833010;BBa_K833011;BBa_K833012;BBa_K833013;BBa_K833014
902,Calgary,North America,Canada,Environment,Collegiate,33,Accepted,2012,http://2012.igem.org/Team:Calgary,gold medal,Best Human Practices Advance- Americas West;Best Wiki- Americas West;Best Poster- Americas West;Advance to Championship;Safety Commendation- Americas West;Best Model- Americas West;Regional Finalist- Americas West;Best Human Practices Advance,Detect and Destroy: Engineering FRED and OSCAR,BBa_K902000;BBa_K902008;BBa_K902009;BBa_K902035;BBa_K902057;BBa_K902059;BBa_K902004;BBa_K902015;BBa_K902023;BBa_K902024;BBa_K902030;BBa_K902031;BBa_K902032;BBa_K902033;BBa_K902034;BBa_K902040;BBa_K902052;BBa_K902054;BBa_K902061;BBa_K902065;BBa_K902068;BBa_K902070;BBa_K902001;BBa_K902003;BBa_K902005;BBa_K902006;BBa_K902007;BBa_K902010;BBa_K902011;BBa_K902012;BBa_K902013;BBa_K902014;BBa_K902016;BBa_K902019;BBa_K902020;BBa_K902022;BBa_K902025;BBa_K902026;BBa_K902027;BBa_K902028;BBa_K902029;BBa_K902050;BBa_K902051;BBa_K902053;BBa_K902056;BBa_K902062;BBa_K902067;BBa_K902069;BBa_K902072;BBa_K902073;BBa_K902074;BBa_K902075;BBa_K902078;BBa_K902079;BBa_K902080;BBa_K902081;BBa_K902082;BBa_K902083;BBa_K902085;BBa_K902087;BBa_K902088;BBa_K902089
773,Caltech,North America,United States,Food & Energy,Collegiate,15,Accepted,2012,http://2012.igem.org/Team:Caltech,bronze medal,,Biofuels and BioFilms: Optimizing Biofuel Production and Animating Bacteria,BBa_K773001;BBa_K773002;BBa_K773003;BBa_K773004;BBa_K773000
911,Cambridge,Europe,United Kingdom,Foundational Advance,Collegiate,10,Accepted,2012,http://2012.igem.org/Team:Cambridge,gold medal,Regional Finalist- Europe;Advance to Championship;Best Experimental Measurement Approach- Europe,Parts for a reliable and field ready biosensing platform,BBa_K911002;BBa_K911006;BBa_K911010
921,Carnegie_Mellon,North America,United States,Foundational Advance,Collegiate,10,Accepted,2012,http://2012.igem.org/Team:Carnegie_Mellon,gold medal,Advance to Championship;Regional Finalist- Americas East;Best Experimental Measurement Approach- Americas East;Best Foundational Advance Project,Real-time quantitative measurement of RNA and protein levels using fluorogen-activated biosensors,BBa_K921002;BBa_K921001
860,CBNU-Korea,Asia,|Korea, Republic Of|,Software Tools,Collegiate,17,Accepted,2012,http://2012.igem.org/Team:CBNU-Korea,silver medal,Advance to Software Jamboree,BUGS(Brick and Unique minimal Genome Software),
826,CD-SCU-CHINA,Asia,China,Environment,Collegiate,5,Accepted,2012,http://2012.igem.org/Team:CD-SCU-CHINA,,,The construction of engineering E.coli for eliminate hydrocarbone pollution,BBa_K826000;BBa_K826001;BBa_K826002;BBa_K826006;BBa_K826008;BBa_K826009;BBa_K826010;BBa_K826011
753,Chalmers-Gothenburg,Europe,Sweden,New Application,Collegiate,9,Accepted,2012,http://2012.igem.org/Team:Chalmers-Gothenburg,bronze medal,,Biodetection of hCG hormone - Development of a biodegradable pregnancy test kit,BBa_K753000
872,Ciencias-UNAM,Latin America,Mexico,Environment,Collegiate,11,Accepted,2012,http://2012.igem.org/Team:Ciencias-UNAM,,,Synthetic CO2 biosensor,BBa_K872000;BBa_K872001;BBa_K872002;BBa_K872003;BBa_K872004;BBa_K872005
776,CINVESTAV-IPN-UNAM_MX,Latin America,Mexico,Foundational Advance,Collegiate,15,Accepted,2012,http://2012.igem.org/Team:CINVESTAV-IPN-UNAM_MX,gold medal,Best Human Practices Advance- Latin America;Best Experimental Measurement Approach- Latin America;Best New BioBrick Device- Engineered- Latin America;Advance to Championship;Regional Finalist- Latin America,|Rhodofactory,  controlling genetic expression: an oxygen and light response|,BBa_K776000;BBa_K776001;BBa_K776002;BBa_K776003;BBa_K776004;BBa_K776005;BBa_K776006;BBa_K776007;BBa_K776008;BBa_K776009;BBa_K776010;BBa_K776011;BBa_K776012;BBa_K776013;BBa_K776014;BBa_K776015;BBa_K776016;BBa_K776017;BBa_K776022;BBa_K776023;BBa_K776024;BBa_K776025;BBa_K776026
803,Clemson,North America,United States,Environment,Collegiate,13,Accepted,2012,http://2012.igem.org/Team:Clemson,,,|Biphenyl degradation by pollutant targeting, biosurfactant production, and overexpression of catabolic enzymes|,
831,Colombia,Latin America,Colombia,Environment,Collegiate,24,Accepted,2012,http://2012.igem.org/Team:Colombia,gold medal,Safety Commendation- Latin America;Best Wiki- Latin America;Best Model- Latin America;Best New BioBrick Part- Natural- Latin America;Advance to Championship;Regional Finalist- Latin America;Grand Prize Winner- Latin America,Pest-busters,BBa_K831016;BBa_K831017;BBa_K831005
918,Colorado_State,North America,United States,Food & Energy,Collegiate,7,Accepted,2012,http://2012.igem.org/Team:Colorado_State,,,|More Than a Great Beer, a Gluten-Free Beer |,
952,Columbia-Cooper-NYC,North America,United States,Manufacturing,Collegiate,18,Accepted,2012,http://2012.igem.org/Team:Columbia-Cooper-NYC,bronze medal,,Light Sensitive Spatially Controlled Micromachining of Copper Wafers Using Acidithiobacillus Ferrooxidans,BBa_K952003;BBa_K952000;BBa_K952001;BBa_K952002;BBa_K952004;BBa_K952005
770,Copenhagen,Europe,Denmark,Environment,Collegiate,16,Accepted,2012,http://2012.igem.org/Team:Copenhagen,bronze medal,,CyanoDelux,BBa_K770000;BBa_K770001
957,Cornell,North America,United States,Environment,Collegiate,21,Accepted,2012,http://2012.igem.org/Team:Cornell,gold medal,Advance to Championship;Regional Finalist- Americas East;Best Human Practices Advance- Americas East;Best Wiki- Americas East,SAFE BET: The ,BBa_K957006;BBa_K957007;BBa_K957008;BBa_K957009;BBa_K957010;BBa_K957011;BBa_K957012;BBa_K957013;BBa_K957014;BBa_K957015
836,Costa_Rica-TEC-UNA,Latin America,Costa Rica,Food & Energy,Collegiate,18,Accepted,2012,http://2012.igem.org/Team:Costa_Rica-TEC-UNA,,,Cibus 3.0: A novel bacterial system for biodiesel production using whey as feedstock,BBa_K836000;BBa_K836001;BBa_K836002;BBa_K836003;BBa_K836004;BBa_K836005;BBa_K836006;BBa_K836007;BBa_K836008;BBa_K836009
858,CU-Boulder,North America,United States,Foundational Advance,Collegiate,8,Accepted,2012,http://2012.igem.org/Team:CU-Boulder,,,Inhibition of Quorum Sensing and Biofilm Degradation,BBa_K858000;BBa_K858001;BBa_K858002;BBa_K858003;BBa_K858004
954,Duke,North America,United States,Foundational Advance,Collegiate,4,Accepted,2012,http://2012.igem.org/Team:Duke,silver medal,,A High-Throughput Optogenetic Toolkit for Rapid Screening of Genetic Therapeutic Targets,BBa_K954000;BBa_K954001;BBa_K954002;BBa_K954003;BBa_K954004
895,Dundee,Europe,United Kingdom,Health & Medicine,Collegiate,13,Accepted,2012,http://2012.igem.org/Team:Dundee,gold medal,,|Six, Lyse and Obliterate: a synthetic silver bullet against healthcare acquired infection.|,BBa_K895000;BBa_K895004;BBa_K895005;BBa_K895006;BBa_K895003
917,Edinburgh,Europe,United Kingdom,Foundational Advance,Collegiate,21,Accepted,2012,http://2012.igem.org/Team:Edinburgh,gold medal,Advance to Championship,Tools that make synthetic biology easier and safer - questioning legacy and friendliness,
794,Ehime-Japan,Asia,Japan,New Application,Collegiate,9,Accepted,2012,http://2012.igem.org/Team:Ehime-Japan,bronze medal,,E.colingual!,BBa_K794000;BBa_K794001
838,EPF-Lausanne,Europe,Switzerland,Manufacturing,Collegiate,14,Accepted,2012,http://2012.igem.org/Team:EPF-Lausanne,gold medal,,|SWITCH: Direct, Light-induced Gene Expression for Optimal Drug Production in Mammalian Cells|,BBa_K838001
909,ETH_Zurich,Europe,Switzerland,Health & Medicine,Collegiate,13,Accepted,2012,http://2012.igem.org/Team:ETH_Zurich,gold medal,Advance to Championship,E.colipse  Whos your pABA: intelligent sun protection,BBa_K909003;BBa_K909004;BBa_K909005;BBa_K909006;BBa_K909008;BBa_K909011;BBa_K909012;BBa_K909013;BBa_K909014;BBa_K909015;BBa_K909000;BBa_K909001;BBa_K909002;BBa_K909016
812,Evry,Europe,France,Foundational Advance,Collegiate,24,Accepted,2012,http://2012.igem.org/Team:Evry,gold medal,Best Human Practices Advance- Europe;Best Model- Europe;Advance to Championship,A synthetic hormonal system for the vertebrate chassis Xenopus tropicalis,BBa_K812010;BBa_K812030;BBa_K812031;BBa_K812032;BBa_K812020;BBa_K812012;BBa_K812013;BBa_K812014;BBa_K812021;BBa_K812051;BBa_K812053;BBa_K812054;BBa_K812055;BBa_K812056;BBa_K812057;BBa_K812058;BBa_K812059;BBa_K812200;BBa_K812300
764,Exeter,Europe,United Kingdom,Manufacturing,Collegiate,17,Accepted,2012,http://2012.igem.org/Team:Exeter,bronze medal,,e-candi: Engineering the Fourth Polymer of Life,BBa_K764007;BBa_K764022;BBa_K764023;BBa_K764025;Hyaluronan synthase + BBa_B0014;BBa_K764000;BBa_K764001;BBa_K764002;BBa_K764003;BBa_K764004;BBa_K764005;BBa_K764006;BBa_K764008;WbnJ + BBa_B0014;BBa_K764009;WbnK + BBa_B0014;BBa_K764010;WfcA + BBa_B0014;BBa_K764011;WclY + BBa_B0014;BBa_K764012;WbbC with point mutation + BBa_B0014;BBa_K764013;WbbC + BBa_B0014;BBa_K764014;WbiP + BBa_B0014;BBa_K764015;BBa_K764016;BBa_B0034 + WbnK;BBa_K764017;BBa_K764018;pBAD weak + BBa_B0034;BBa_K764019;pBAD strong + BBa_B0034;BBa_K764020;Inducible pBad/araC promoter + BBa_B0034;BBa_K764021;constitutive promoter BBa_J23119 + BBa_B0034;BBa_K764024;sacB + BBa_B0014;BBa_K764026;Cyclodextrin glycosyltransferase + BBa_B0014;BBa_K764027;BBa_K764028;ompA signal peptide +sacB + BBa_B0014;BBa_K764029;BBa_J13002_Hyaluronan synthase_BBa_B0014;BBa_K764030;BBa_J13002 + cyclodextrin glycosyltransferase + BBa_B0014;BBa_K764031;BBa_K764001 + WclY + BBa_B0014;BBa_K764032;BBa_J13002 + WbnK + BBa_B0014;BBa_K764033;BBa_K764034
772,Fatih-Medical,Europe,Turkey,Health & Medicine,Collegiate,30,Accepted,2012,http://2012.igem.org/Team:Fatih-Medical,bronze medal,,Cancel the Cancer,BBa_K772003;BBa_K772004;BBa_K772005;BBa_K772006;BBa_K772007;BBa_K772008;BBa_K772009;BBa_K772101;BBa_K772102;BBa_K772103;BBa_K772104
849,Frankfurt,Europe,Germany,Food & Energy,Collegiate,13,Accepted,2012,http://2012.igem.org/Team:Frankfurt,bronze medal,,Steviomyces - It´s gonna be sweet,BBa_K849004;BBa_K1181000;BBa_K849002;BBa_K849005;BBa_K849006;BBa_K849007;BBa_K849008;BBa_K849009
747,Freiburg,Europe,Germany,Foundational Advance,Collegiate,22,Accepted,2012,http://2012.igem.org/Team:Freiburg,gold medal,Best New BioBrick Device- Engineered- Europe;Advance to Championship,Let us tell you a fabulous TALE ...,BBa_K747000;BBa_K747001;BBa_K747002;BBa_K747003;BBa_K747004;BBa_K747005;BBa_K747006;BBa_K747007;BBa_K747008;BBa_K747009;BBa_K747010;BBa_K747011;BBa_K747012;BBa_K747013;BBa_K747014;BBa_K747015;BBa_K747016;BBa_K747017;BBa_K747018;BBa_K747019;BBa_K747020;BBa_K747021;BBa_K747022;BBa_K747023;BBa_K747024;BBa_K747025;BBa_K747026;BBa_K747027;BBa_K747028;BBa_K747029;BBa_K747030;BBa_K747031;BBa_K747032;BBa_K747033;BBa_K747034;BBa_K747035;BBa_K747036;BBa_K747037;BBa_K747038;BBa_K747039;BBa_K747040;BBa_K747041;BBa_K747042;BBa_K747043;BBa_K747044;BBa_K747045;BBa_K747046;BBa_K747047;BBa_K747048;BBa_K747049;BBa_K747050;BBa_K747051;BBa_K747052;BBa_K747053;BBa_K747054;BBa_K747055;BBa_K747056;BBa_K747057;BBa_K747058;BBa_K747059;BBa_K747060;BBa_K747061;BBa_K747062;BBa_K747063;BBa_K747064;BBa_K747065;BBa_K747066;BBa_K747067;BBa_K747068;BBa_K747069;BBa_K747070;BBa_K747071;BBa_K747072;BBa_K747073;BBa_K747074;BBa_K747075;BBa_K747076;BBa_K747077;BBa_K747078;BBa_K747079;BBa_K747080;BBa_K747081;BBa_K747082;BBa_K747083;BBa_K747084;BBa_K747085;BBa_K747086;BBa_K747087;BBa_K747088;BBa_K747089;BBa_K747090;BBa_K747091;BBa_K747092;BBa_K747093;BBa_K747094;BBa_K747095;BBa_K747096;BBa_K747098;BBa_K747102
798,Fudan_D,Asia,China,New Application,Collegiate,27,Accepted,2012,http://2012.igem.org/Team:Fudan_D,silver medal,Safety Commendation- Asia,Telomere related construction of programmable time switch in yeast,BBa_K798002;BBa_K798003;BBa_K798004;BBa_K798005;BBa_K798006;BBa_K798007;BBa_K798008;BBa_K798009;BBa_K798011;BBa_K798012;BBa_K798013;BBa_K798014;BBa_K798015;BBa_K798016;BBa_K798017;BBa_K798018;BBa_K798019;BBa_K798020
785,Fudan_Lux,Asia,China,Information Processing,Collegiate,18,Accepted,2012,http://2012.igem.org/Team:Fudan_Lux,gold medal,,|Biowave || Nano-tubular Highways || Labcloud|,BBa_K785000;BBa_K785002;BBa_K785001;BBa_K785003;BBa_K785004
824,Gaston_Day_School,North America,United States,Environment,Collegiate,7,Accepted,2012,http://2012.igem.org/Team:Gaston_Day_School,silver medal,,Detection of Heavy Metal Contaminants in Water ,BBa_K824009;BBa_K824012
755,GeorgiaState,North America,United States,Environment,Collegiate,15,Accepted,2012,http://2012.igem.org/Team:GeorgiaState,,,Modification of Shuttle Vectors for the Expression of Recombinant Proteins Within Pichia and Plants,BBa_K755000;BBa_K755001
916,Georgia_Tech,North America,United States,Information Processing,Collegiate,10,Accepted,2012,http://2012.igem.org/Team:Georgia_Tech,silver medal,,An intragenic complementation approach to engineer a faster fluorescence biosensor,BBa_K916000;BBa_K916001;BBa_K916002;BBa_K916003;BBa_K916004
