Team ID , Team  , Region , Country , Track , Section , Size , Status , Year,Wiki,Medal,Award,Name,Parts
1585,Aachen,Europe,Germany,Manufacturing,Overgrad,24,Accepted,2015,http://2015.igem.org/Team:Aachen,gold medal,Best Manufacturing Project- Overgrad;Nominated for Best Software Tool- Overgrad,Upcycling Methanol into a Universal Carbon Source,BBa_K1585100;BBa_K1585101;BBa_K1585102;BBa_K1585103;BBa_K1585104;BBa_K1585105;BBa_K1585106;BBa_K1585110;BBa_K1585113;BBa_K1585115;BBa_K1585116;BBa_K1585117;BBa_K1585118;BBa_K1585119;BBa_K1585200;BBa_K1585201;BBa_K1585202;BBa_K1585203;BBa_K1585210;BBa_K1585211;BBa_K1585212;BBa_K1585213;BBa_K1585220;BBa_K1585221;BBa_K1585222;BBa_K1585223;BBa_K1585240;BBa_K1585300;BBa_K1585301;BBa_K1585310;BBa_K1585311;BBa_K1585312;BBa_K1585320;BBa_K1585995;BBa_K1585996;BBa_K1585997;BBa_K1585998;BBa_K1585999
1655,Aalto-Helsinki,Europe,Finland,Energy,Undergrad,12,Accepted,2015,http://2015.igem.org/Team:Aalto-Helsinki,gold medal,,Fuel for the Future: E. coli producing renewable propane from cellulose,BBa_K1655000;BBa_K1655001;BBa_K1655002
1751,AHUT_China,Asia,China,Food & Nutrition,Undergrad,37,Accepted,2015,http://2015.igem.org/Team:AHUT_China,silver medal,,Nutrition Commander:A bio-device can control the APeGs of the plant metabolism,BBa_K1751000;BBa_K1751002;BBa_K1751003
1601,Aix-Marseille,Europe,France,Environment,Overgrad,24,Accepted,2015,http://2015.igem.org/Team:Aix-Marseille,bronze medal,,CHEW FIGHT to eliminate chewing gum pollution.,BBa_K1601000;BBa_K1601001;BBa_K1601002;BBa_K1601003;BBa_K1601004;BBa_K1601005;BBa_K1601006;BBa_K1601007;BBa_K1601008;BBa_K1601009;BBa_K1601010;BBa_K1601011;BBa_K1601012;BBa_K1601013;BBa_K1601015;BBa_K1601016
1719,Amoy,Asia,China,Foundational Advance,Undergrad,19,Accepted,2015,http://2015.igem.org/Team:Amoy,silver medal,,Efficient RBS for NADH Production,BBa_K1719014;BBa_K1719000;BBa_K1719001;BBa_K1719002;BBa_K1719003;BBa_K1719004;BBa_K1719005;BBa_K1719006;BBa_K1719007;BBa_K1719008;BBa_K1719009;BBa_K1719010;BBa_K1719011;BBa_K1719012;BBa_K1719013
1844,Amsterdam,Europe,Netherlands,Energy,Overgrad,7,Accepted,2015,http://2015.igem.org/Team:Amsterdam,gold medal,,Synthetic Romance - Harnessing the power of Cyanobacteria to construct a sustainable consortia,BBa_K1844000;BBa_K1844001;BBa_K1844002;BBa_K1844003;BBa_K1844004;BBa_K1844005
1750,ANU-Canberra,Asia,Australia,Foundational Advance,Undergrad,12,Accepted,2015,http://2015.igem.org/Team:ANU-Canberra,bronze medal,,A PhotoGENEic Approach to Biosynthesis,BBa_K1750000;BBa_K1750001
1639,ATOMS-Turkiye,Europe,Turkey,Health & Medicine,Undergrad,31,Accepted,2015,http://2015.igem.org/Team:ATOMS-Turkiye,silver medal,Nominated for Best New Composite Part- Undergrad,< Fast & CuR(E)ious >,BBa_K1639003;BBa_K1639004;BBa_K1639005;BBa_K1639006;BBa_K1639008;BBa_K1639009;BBa_K1639010;BBa_K1639011;BBa_K1639014;BBa_K1639015;BBa_K1639016;BBa_K1639017;BBa_K1639018;BBa_K1639019;BBa_K1639020;BBa_K1639021;BBa_K1639022;BBa_K1639023;BBa_K1639024
1806,AUC_TURKEY,Europe,Turkey,High School,High_school,12,Accepted,2015,http://2015.igem.org/Team:AUC_TURKEY,gold medal,Nominated for Best New Composite Part- High School,Bactocooler 2: The Revenge of Catalase,BBa_K1806001;BBa_K1806002;BBa_K1806003;BBa_K1806006
1627,Austin_UTexas,North America,United States,Foundational Advance,Undergrad,16,Accepted,2015,http://2015.igem.org/Team:Austin_UTexas,gold medal,,Evolutionary Stability of Genetic Devices,BBa_K1627000;BBa_K1627001;BBa_K1627002;BBa_K1627003;BBa_K1627004;BBa_K1627005;BBa_K1627006;BBa_K1627007;BBa_K1627008;BBa_K1627009
1677,BABS_UNSW_Australia,Asia,Australia,New Application,Undergrad,8,Accepted,2015,http://2015.igem.org/Team:BABS_UNSW_Australia,gold medal,,Endosynbio,BBa_K1677000;BBa_K1677001;BBa_K1677010;BBa_K1677011;BBa_K1677012;BBa_K1677013;BBa_K1677025;BBa_K1677101;BBa_K1677102;BBa_K1677103;BBa_K1677201;BBa_K1677202;BBa_K1677300;BBa_K1677301;BBa_K1677369;BBa_K1677391;BBa_K1677666;BBa_K1677743;BBa_K1677800;BBa_K1677801;BBa_K1677802
1617,Berlin,Europe,Germany,Environment,Overgrad,13,Accepted,2015,http://2015.igem.org/Team:Berlin,silver medal,,Enzymatic Flagellulose,BBa_K1617002;BBa_K1617004;BBa_K1617005;BBa_K1617006;BBa_K1617007;BBa_K1617010;BBa_K1617011
1699,BGU_Israel,Asia,Israel,Health & Medicine,Overgrad,10,Accepted,2015,http://2015.igem.org/Team:BGU_Israel,gold medal,Finalist- Overgrad;Nominated for Best Part Collection- Overgrad;Best New Basic Part- Overgrad;Best Health and Medicine Project- Overgrad;First Runner Up- Overgrad,The Boomerang system  engineering logic gate genetic device for detection and treatment of cancer,BBa_K1699001;BBa_K1699002;BBa_K1699003;BBa_K1699004;BBa_K1699005
1758,Bielefeld-CeBiTec,Europe,Germany,Environment,Overgrad,15,Accepted,2015,http://2015.igem.org/Team:Bielefeld-CeBiTec,gold medal,Best Environment Project- Overgrad;Best New Composite Part- Overgrad;Nominated for Best New Basic Part- Overgrad;Best Presentation- Overgrad;Nominated for Best Wiki- Overgrad;Best Integrated Human Practices- Overgrad;Security Commendation;Nominated for Best Applied Design- Overgrad;Nominated for Best Model- Overgrad,Cell-free Sticks - It works on paper,BBa_K1758100;BBa_K1758101;BBa_K1758105;BBa_K1758106;BBa_K1758107;BBa_K1758122;BBa_K1758201;BBa_K1758202;BBa_K1758203;BBa_K1758204;BBa_K1758300;BBa_K1758301;BBa_K1758310;BBa_K1758311;BBa_K1758312;BBa_K1758314;BBa_K1758320;BBa_K1758321;BBa_K1758322;BBa_K1758323;BBa_K1758325;BBa_K1758330;BBa_K1758331;BBa_K1758332;BBa_K1758333;BBa_K1758334;BBa_K1758335;BBa_K1758340;BBa_K1758342;BBa_K1758343;BBa_K1758344;BBa_K1758350;BBa_K1758351;BBa_K1758352;BBa_K1758353;BBa_K1758354;BBa_K1758360;BBa_K1758370;BBa_K1758375;BBa_K1758376;BBa_K1758390
1684,BIOSINT_Mexico,Latin America,Mexico,Art & Design,Undergrad,16,Accepted,2015,http://2015.igem.org/Team:BIOSINT_Mexico,gold medal,,-- Not provided yet --,BBa_K1684000;BBa_K1684001;BBa_K1684002;BBa_K1684003;BBa_K1684004;BBa_K1684005
1846,Birkbeck,Europe,United Kingdom,Health & Medicine,Overgrad,10,Accepted,2015,http://2015.igem.org/Team:Birkbeck,bronze medal,,Medical diagnostic system based on modular bacteriophage lambda chassis,BBa_K1846000;BBa_K1846001;BBa_K1846002;BBa_K1846003;BBa_K1846004;BBa_K1846006;BBa_K1846008
1651,BIT,Asia,China,Health & Medicine,Undergrad,22,Accepted,2015,http://2015.igem.org/Team:BIT,gold medal,,Disease Alarm [When Matchmaker Comes to Help],BBa_K1651000;BBa_K1651001;BBa_K1651002
1675,BIT-China,Asia,China,New Application,Undergrad,26,Accepted,2015,http://2015.igem.org/Team:BIT-China,gold medal,Nominated for Best New Appliation Project- Undergrad,pH-Controller,BBa_K1675000;BBa_K1675001;BBa_K1675002;BBa_K1675003;BBa_K1675004;J23119+B0034+NhaA(BBa_K1675000);BBa_K1675005;J23119+B0034+NhaB(BBa_K1675001);BBa_K1675006;BBa_K1675007;BBa_K1675008;BBa_K1675009;BBa_K1675010;BBa_K1675011;BBa_K1675015;BBa_K1675016;BBa_K1675017;BBa_K1675018;BBa_K1675019;BBa_K1675020;BBa_K1675021;BBa_K1675022;BBa_K1675023;BBa_K1675025
1660,BNU-CHINA,Asia,China,Environment,Undergrad,33,Accepted,2015,http://2015.igem.org/Team:BNU-CHINA,silver medal,,Synthetic Intelligent Ranger E. coli for Nematodes (SIRENS),BBa_K1660000;BBa_K1660005;BBa_K1660006;BBa_K1660007;BBa_K1660008;BBa_K1660009;BBa_K1660010
